Date,KPI Name,Value,Target,Unit,Department,Category,Remarks
22-12-2024,Energy Consumption,14838.02,14080.56,kWh,Manufacturing,Energy,Requires improvement
13-12-2024,Equipment Maintenance Cost,2553.3,2324.75,USD,Operations,Operational,Above target
14-09-2024,Waste Generation,4314.77,4106.14,kg,Manufacturing,Waste,Below target
29-06-2024,Water Usage,32796.67,30264.76,liters,Manufacturing,Water,Requires improvement
31-03-2024,Transport Emissions,10.94,10.26,tons,Logistics,Emissions,On track
04-10-2024,Audit Failures,0.75,0.7,count,Quality Control,Quality,Above target
20-11-2024,Audit Failures,0.57,0.53,count,Quality Control,Quality,Requires improvement
15-02-2024,Fuel Efficiency,9.38,9.98,km/l,Logistics,Energy,On track
05-10-2024,Production Downtime,18.99,17.19,hours,Manufacturing,Operational,New initiative
03-08-2024,Water Usage,25664.71,24132.36,liters,Manufacturing,Water,Below target
10-04-2024,Employee Turnover Rate,1.8,1.67,%,Operations,Social Impact,On track
30-07-2024,Product Defect Rate,2.08,1.95,%,Quality Control,Quality,Requires improvement
25-05-2024,Product Defect Rate,4.73,4.44,%,Quality Control,Quality,New initiative
10-12-2024,Packaging Waste,188.33,178,kg,Logistics,Waste,Requires improvement
14-01-2024,Workplace Safety Incidents,2.7,2.49,count,Operations,Social Impact,On track
11-06-2024,Training Hours,39.66,42.83,hours,Operations,Social Impact,New initiative
11-10-2024,On-Time Delivery Rate,89.83,94.59,%,Logistics,Operational,Above target
22-10-2024,Inspection Hours,20.41,18.77,hours,Quality Control,Quality,On track
25-07-2024,Inspection Hours,28.48,26.19,hours,Quality Control,Quality,Above target
15-09-2024,On-Time Delivery Rate,80.88,89.37,%,Logistics,Operational,Above target
10-10-2024,Production Downtime,16.76,15.79,hours,Manufacturing,Operational,Below target
06-01-2024,Training Hours,12.82,14.17,hours,Operations,Social Impact,Requires improvement
19-10-2024,Workplace Safety Incidents,1.85,1.72,count,Operations,Social Impact,On track
20-11-2024,Product Defect Rate,3.84,3.48,%,Quality Control,Quality,Requires improvement
09-04-2024,On-Time Delivery Rate,82.58,87.4,%,Logistics,Operational,Below target
12-02-2024,Equipment Maintenance Cost,7818.72,7294.58,USD,Operations,Operational,Below target
26-02-2024,Workplace Safety Incidents,1.92,1.78,count,Operations,Social Impact,On track
17-02-2024,Product Defect Rate,0.98,0.9,%,Quality Control,Quality,Above target
19-07-2024,Water Usage,42386.56,40082.26,liters,Manufacturing,Water,Above target
16-11-2024,Water Usage,39976.63,36805.97,liters,Manufacturing,Water,Requires improvement
20-11-2024,Carbon Emissions,76.8,71.86,tons,Manufacturing,Emissions,Below target
03-12-2024,Inspection Hours,9.5,8.55,hours,Quality Control,Quality,Above target
10-11-2024,Energy Consumption,48916.21,46455.09,kWh,Manufacturing,Energy,Requires improvement
08-04-2024,Carbon Emissions,60.53,56.96,tons,Manufacturing,Emissions,On track
20-04-2024,Production Downtime,5.35,4.95,hours,Manufacturing,Operational,Above target
22-04-2024,Fuel Efficiency,8.55,9.49,km/l,Logistics,Energy,Above target
27-06-2024,Carbon Emissions,36.6,34.08,tons,Manufacturing,Emissions,On track
23-07-2024,Transport Emissions,15.16,14.02,tons,Logistics,Emissions,New initiative
20-07-2024,Training Hours,11.94,12.78,hours,Operations,Social Impact,Below target
15-04-2024,Production Downtime,16.9,15.71,hours,Manufacturing,Operational,Above target
12-06-2024,Audit Failures,1.77,1.63,count,Quality Control,Quality,Below target
10-07-2024,Production Downtime,10.75,9.78,hours,Manufacturing,Operational,Below target
09-05-2024,Water Usage,9195.2,8291.2,liters,Manufacturing,Water,New initiative
29-06-2024,Customer Complaints,6.04,5.7,count,Quality Control,Social Impact,New initiative
05-04-2024,Product Defect Rate,1.02,0.96,%,Quality Control,Quality,Requires improvement
15-03-2024,On-Time Delivery Rate,79.97,85.73,%,Logistics,Operational,Below target
19-04-2024,Fuel Efficiency,4.72,5.05,km/l,Logistics,Energy,Below target
25-05-2024,Customer Complaints,8.99,8.34,count,Quality Control,Social Impact,Requires improvement
09-12-2024,Employee Turnover Rate,0.69,0.65,%,Operations,Social Impact,New initiative
11-06-2024,Production Downtime,18.39,16.94,hours,Manufacturing,Operational,Requires improvement
24-01-2024,On-Time Delivery Rate,81.76,86.97,%,Logistics,Operational,Requires improvement
16-06-2024,Transport Emissions,3.27,3.02,tons,Logistics,Emissions,New initiative
03-01-2024,Inspection Hours,19.41,17.75,hours,Quality Control,Quality,New initiative
30-09-2024,Customer Complaints,1.31,1.24,count,Quality Control,Social Impact,On track
31-07-2024,Waste Generation,3471.11,3294.92,kg,Manufacturing,Waste,On track
11-10-2024,Packaging Waste,192.74,176.8,kg,Logistics,Waste,On track
09-09-2024,Transport Emissions,12.63,11.62,tons,Logistics,Emissions,Requires improvement
25-01-2024,Waste Generation,4960.18,4700.98,kg,Manufacturing,Waste,Above target
25-04-2024,Carbon Emissions,20.75,19.46,tons,Manufacturing,Emissions,Requires improvement
02-10-2024,Workplace Safety Incidents,0.57,0.54,count,Operations,Social Impact,Below target
25-01-2024,Energy Consumption,16685.95,15672.23,kWh,Manufacturing,Energy,On track
18-05-2024,Fuel Efficiency,5.91,6.32,km/l,Logistics,Energy,Requires improvement
16-03-2024,Employee Turnover Rate,1.46,1.38,%,Operations,Social Impact,Below target
22-10-2024,Audit Failures,1.34,1.24,count,Quality Control,Quality,Above target
25-04-2024,Audit Failures,1.95,1.79,count,Quality Control,Quality,Requires improvement
12-10-2024,Waste Generation,4209.59,3877.77,kg,Manufacturing,Waste,Below target
31-01-2024,Employee Turnover Rate,1.62,1.54,%,Operations,Social Impact,Requires improvement
06-04-2024,Workplace Safety Incidents,2.01,1.86,count,Operations,Social Impact,Requires improvement
20-09-2024,Product Defect Rate,2.03,1.91,%,Quality Control,Quality,New initiative
24-02-2024,Packaging Waste,368.83,344.03,kg,Logistics,Waste,New initiative
13-11-2024,Employee Turnover Rate,2.01,1.88,%,Operations,Social Impact,Requires improvement
17-12-2024,Equipment Maintenance Cost,2285.56,2088.75,USD,Operations,Operational,Above target
03-05-2024,Fuel Efficiency,5.42,5.74,km/l,Logistics,Energy,On track
19-08-2024,Water Usage,10164.46,9162.54,liters,Manufacturing,Water,New initiative
08-08-2024,Packaging Waste,103.25,95.77,kg,Logistics,Waste,Below target
28-01-2024,Employee Turnover Rate,1.18,1.1,%,Operations,Social Impact,Below target
04-08-2024,Customer Complaints,3.7,3.34,count,Quality Control,Social Impact,Requires improvement
28-09-2024,Training Hours,12.3,13.53,hours,Operations,Social Impact,Below target
26-02-2024,Audit Failures,0.22,0.2,count,Quality Control,Quality,Above target
02-05-2024,Workplace Safety Incidents,0.16,0.14,count,Operations,Social Impact,Below target
24-12-2024,Production Downtime,6.52,5.94,hours,Manufacturing,Operational,New initiative
10-09-2024,Audit Failures,0.79,0.72,count,Quality Control,Quality,Below target
27-12-2024,Employee Turnover Rate,1.79,1.68,%,Operations,Social Impact,Below target
01-09-2024,Fuel Efficiency,5.06,5.47,km/l,Logistics,Energy,New initiative
05-04-2024,On-Time Delivery Rate,80.98,86.7,%,Logistics,Operational,Above target
07-08-2024,Transport Emissions,3.69,3.32,tons,Logistics,Emissions,Requires improvement
28-03-2024,Fuel Efficiency,5.38,5.89,km/l,Logistics,Energy,On track
07-09-2024,Production Downtime,10.28,9.5,hours,Manufacturing,Operational,On track
14-12-2024,Equipment Maintenance Cost,1539.17,1448.28,USD,Operations,Operational,New initiative
18-02-2024,On-Time Delivery Rate,81.98,90.25,%,Logistics,Operational,Above target
28-06-2024,Waste Generation,4329.73,4058.68,kg,Manufacturing,Waste,Requires improvement
03-06-2024,Transport Emissions,5.82,5.37,tons,Logistics,Emissions,Below target
16-03-2024,Transport Emissions,3.14,2.93,tons,Logistics,Emissions,On track
16-01-2024,Inspection Hours,21.48,19.48,hours,Quality Control,Quality,Requires improvement
12-07-2024,Equipment Maintenance Cost,3914.49,3668.73,USD,Operations,Operational,Above target
26-09-2024,Waste Generation,4780.49,4410.29,kg,Manufacturing,Waste,Requires improvement
19-07-2024,Training Hours,42.17,45.96,hours,Operations,Social Impact,Below target
25-12-2024,Customer Complaints,3.09,2.79,count,Quality Control,Social Impact,New initiative
27-05-2024,Fuel Efficiency,6.62,7.17,km/l,Logistics,Energy,Below target
14-12-2024,Energy Consumption,27451.72,25647.49,kWh,Manufacturing,Energy,Requires improvement
06-09-2024,Training Hours,30.86,33.07,hours,Operations,Social Impact,Below target
21-04-2024,Fuel Efficiency,8.11,9,km/l,Logistics,Energy,On track
29-06-2024,Fuel Efficiency,4.82,5.27,km/l,Logistics,Energy,Requires improvement
14-09-2024,Energy Consumption,16314.51,14968.74,kWh,Manufacturing,Energy,Below target
09-08-2024,Workplace Safety Incidents,2.14,1.94,count,Operations,Social Impact,Above target
07-05-2024,Waste Generation,1342.63,1250.52,kg,Manufacturing,Waste,Below target
03-06-2024,Audit Failures,0.8,0.76,count,Quality Control,Quality,Below target
23-10-2024,On-Time Delivery Rate,84.65,90.64,%,Logistics,Operational,Below target
03-06-2024,Employee Turnover Rate,0.94,0.88,%,Operations,Social Impact,Above target
06-10-2024,Fuel Efficiency,6.14,6.49,km/l,Logistics,Energy,Requires improvement
11-03-2024,Equipment Maintenance Cost,7932.85,7470.31,USD,Operations,Operational,On track
27-08-2024,Customer Complaints,5.04,4.71,count,Quality Control,Social Impact,Below target
15-01-2024,Transport Emissions,9.86,9.35,tons,Logistics,Emissions,Requires improvement
04-05-2024,Water Usage,5333.02,4837.21,liters,Manufacturing,Water,Below target
28-01-2024,On-Time Delivery Rate,86.19,91.21,%,Logistics,Operational,Below target
23-08-2024,Inspection Hours,15.07,13.57,hours,Quality Control,Quality,New initiative
19-06-2024,Energy Consumption,7461.17,7024.65,kWh,Manufacturing,Energy,On track
03-03-2024,Waste Generation,3160.46,2914.13,kg,Manufacturing,Waste,On track
10-03-2024,Carbon Emissions,60.87,56.46,tons,Manufacturing,Emissions,Requires improvement
05-09-2024,Employee Turnover Rate,1.01,0.95,%,Operations,Social Impact,On track
23-09-2024,Workplace Safety Incidents,0.2,0.18,count,Operations,Social Impact,On track
15-08-2024,Carbon Emissions,30.48,28.39,tons,Manufacturing,Emissions,New initiative
04-04-2024,Product Defect Rate,4.67,4.27,%,Quality Control,Quality,Requires improvement
04-03-2024,Training Hours,39.21,41.98,hours,Operations,Social Impact,New initiative
28-03-2024,Inspection Hours,20.9,19,hours,Quality Control,Quality,Above target
28-10-2024,Equipment Maintenance Cost,5064.43,4631.28,USD,Operations,Operational,On track
25-08-2024,Customer Complaints,6.68,6.14,count,Quality Control,Social Impact,On track
15-10-2024,Audit Failures,0.3,0.27,count,Quality Control,Quality,On track
15-08-2024,Product Defect Rate,3.11,2.8,%,Quality Control,Quality,New initiative
21-05-2024,Waste Generation,5175.29,4821.42,kg,Manufacturing,Waste,Requires improvement
17-04-2024,Carbon Emissions,46.12,42.2,tons,Manufacturing,Emissions,New initiative
29-06-2024,Transport Emissions,10.75,9.77,tons,Logistics,Emissions,Above target
03-12-2024,Transport Emissions,14.59,13.7,tons,Logistics,Emissions,Below target
11-07-2024,Transport Emissions,2.3,2.17,tons,Logistics,Emissions,Requires improvement
12-05-2024,Inspection Hours,19.4,18.36,hours,Quality Control,Quality,New initiative
12-11-2024,Training Hours,29.26,31.5,hours,Operations,Social Impact,New initiative
28-04-2024,Product Defect Rate,0.7,0.66,%,Quality Control,Quality,Above target
28-04-2024,Energy Consumption,27474.53,25660.28,kWh,Manufacturing,Energy,Below target
03-08-2024,Workplace Safety Incidents,2.7,2.45,count,Operations,Social Impact,Requires improvement
14-08-2024,Energy Consumption,32535.66,29468.32,kWh,Manufacturing,Energy,On track
12-07-2024,Fuel Efficiency,8.81,9.62,km/l,Logistics,Energy,Requires improvement
25-04-2024,Employee Turnover Rate,0.85,0.79,%,Operations,Social Impact,Below target
14-02-2024,Employee Turnover Rate,1.24,1.15,%,Operations,Social Impact,Above target
03-07-2024,Energy Consumption,14159.28,13316.81,kWh,Manufacturing,Energy,On track
11-09-2024,Product Defect Rate,2.03,1.9,%,Quality Control,Quality,New initiative
01-07-2024,Employee Turnover Rate,1.46,1.36,%,Operations,Social Impact,Below target
18-10-2024,Workplace Safety Incidents,1.32,1.23,count,Operations,Social Impact,On track
12-09-2024,Carbon Emissions,85.63,80.41,tons,Manufacturing,Emissions,On track
28-05-2024,Workplace Safety Incidents,1.8,1.65,count,Operations,Social Impact,Above target
27-05-2024,Transport Emissions,14.36,12.97,tons,Logistics,Emissions,Above target
13-09-2024,Production Downtime,13.63,12.85,hours,Manufacturing,Operational,New initiative
25-10-2024,Transport Emissions,12.75,11.82,tons,Logistics,Emissions,On track
13-05-2024,Customer Complaints,6.53,5.89,count,Quality Control,Social Impact,Requires improvement
07-10-2024,Training Hours,40.6,44.96,hours,Operations,Social Impact,Above target
08-11-2024,Fuel Efficiency,5.58,6.18,km/l,Logistics,Energy,New initiative
09-11-2024,Waste Generation,5387.68,4909.07,kg,Manufacturing,Waste,New initiative
23-02-2024,Production Downtime,12.18,11.04,hours,Manufacturing,Operational,On track
01-09-2024,Water Usage,25872.61,24126.64,liters,Manufacturing,Water,Requires improvement
30-09-2024,On-Time Delivery Rate,76.92,85.21,%,Logistics,Operational,Above target
22-12-2024,Product Defect Rate,2.99,2.7,%,Quality Control,Quality,Requires improvement
12-08-2024,Equipment Maintenance Cost,7162.71,6643.25,USD,Operations,Operational,On track
24-06-2024,Production Downtime,19.74,18.13,hours,Manufacturing,Operational,Above target
26-04-2024,Product Defect Rate,1.57,1.42,%,Quality Control,Quality,On track
30-01-2024,Product Defect Rate,4.96,4.47,%,Quality Control,Quality,Above target
09-06-2024,Energy Consumption,10702.22,9728.64,kWh,Manufacturing,Energy,On track
02-09-2024,On-Time Delivery Rate,86.1,94.98,%,Logistics,Operational,Requires improvement
10-09-2024,Energy Consumption,8437,7989.15,kWh,Manufacturing,Energy,Above target
09-10-2024,On-Time Delivery Rate,81.85,89.44,%,Logistics,Operational,Below target
14-09-2024,On-Time Delivery Rate,82.45,90.27,%,Logistics,Operational,New initiative
05-09-2024,Energy Consumption,20598.6,18961.87,kWh,Manufacturing,Energy,New initiative
28-04-2024,Fuel Efficiency,5.46,6.02,km/l,Logistics,Energy,New initiative
19-01-2024,On-Time Delivery Rate,80.73,86.23,%,Logistics,Operational,Above target
11-01-2024,Equipment Maintenance Cost,6674.13,6158.14,USD,Operations,Operational,On track
13-02-2024,Product Defect Rate,1.72,1.6,%,Quality Control,Quality,Below target
14-07-2024,Waste Generation,4599.64,4301.96,kg,Manufacturing,Waste,On track
03-12-2024,Audit Failures,0.09,0.08,count,Quality Control,Quality,Above target
14-01-2024,Product Defect Rate,3.47,3.13,%,Quality Control,Quality,Below target
23-06-2024,Packaging Waste,414.61,385.4,kg,Logistics,Waste,On track
25-02-2024,Audit Failures,1.57,1.49,count,Quality Control,Quality,On track
05-08-2024,Customer Complaints,8.59,8.13,count,Quality Control,Social Impact,Requires improvement
08-03-2024,On-Time Delivery Rate,87.35,94.6,%,Logistics,Operational,Above target
07-05-2024,Waste Generation,4431.93,4038.03,kg,Manufacturing,Waste,On track
04-07-2024,Packaging Waste,306.99,276.88,kg,Logistics,Waste,Below target
07-01-2024,Packaging Waste,402.09,378.17,kg,Logistics,Waste,New initiative
01-04-2024,Waste Generation,3121.95,2928.52,kg,Manufacturing,Waste,Below target
02-07-2024,Audit Failures,0.03,0.03,count,Quality Control,Quality,On track
21-05-2024,Inspection Hours,15.22,14.14,hours,Quality Control,Quality,On track
12-05-2024,Fuel Efficiency,6.57,7.2,km/l,Logistics,Energy,Below target
01-12-2024,Inspection Hours,10.69,9.71,hours,Quality Control,Quality,New initiative
13-08-2024,Carbon Emissions,21.35,20.3,tons,Manufacturing,Emissions,New initiative
11-05-2024,Fuel Efficiency,7.08,7.77,km/l,Logistics,Energy,Below target
28-06-2024,Waste Generation,2940.08,2794.12,kg,Manufacturing,Waste,Above target
01-05-2024,Energy Consumption,27812.21,25188.38,kWh,Manufacturing,Energy,On track
06-02-2024,Training Hours,28.87,30.67,hours,Operations,Social Impact,Requires improvement
20-06-2024,Customer Complaints,1.43,1.31,count,Quality Control,Social Impact,Below target
16-01-2024,Customer Complaints,4.71,4.47,count,Quality Control,Social Impact,New initiative
14-01-2024,Training Hours,6.64,7.01,hours,Operations,Social Impact,New initiative
24-10-2024,Production Downtime,8.17,7.48,hours,Manufacturing,Operational,New initiative
14-07-2024,On-Time Delivery Rate,82.5,88.79,%,Logistics,Operational,Above target
14-09-2024,Energy Consumption,48138.13,45712.74,kWh,Manufacturing,Energy,New initiative
06-11-2024,Product Defect Rate,4.31,3.99,%,Quality Control,Quality,On track
30-05-2024,Audit Failures,0.63,0.57,count,Quality Control,Quality,New initiative
28-04-2024,Training Hours,14.96,15.94,hours,Operations,Social Impact,Below target
15-08-2024,Customer Complaints,7.48,6.78,count,Quality Control,Social Impact,Above target
04-07-2024,Customer Complaints,0.8,0.74,count,Quality Control,Social Impact,On track
05-03-2024,Inspection Hours,16.22,14.94,hours,Quality Control,Quality,New initiative
13-05-2024,Equipment Maintenance Cost,6904,6443.47,USD,Operations,Operational,New initiative
15-09-2024,Packaging Waste,191.23,172.89,kg,Logistics,Waste,Requires improvement
20-08-2024,Equipment Maintenance Cost,6509.98,6110.48,USD,Operations,Operational,Above target
30-12-2024,Carbon Emissions,22.19,20.87,tons,Manufacturing,Emissions,New initiative
13-01-2024,Product Defect Rate,1.07,0.96,%,Quality Control,Quality,Requires improvement
04-08-2024,Workplace Safety Incidents,0.4,0.38,count,Operations,Social Impact,Requires improvement
01-03-2024,On-Time Delivery Rate,82.6,89.02,%,Logistics,Operational,Below target
07-02-2024,Packaging Waste,316.17,294.3,kg,Logistics,Waste,On track
28-05-2024,Transport Emissions,18.3,17.05,tons,Logistics,Emissions,Requires improvement
17-09-2024,Inspection Hours,23.34,21.85,hours,Quality Control,Quality,New initiative
11-12-2024,Carbon Emissions,97.82,90.6,tons,Manufacturing,Emissions,Below target
23-05-2024,Audit Failures,0.64,0.58,count,Quality Control,Quality,New initiative
22-09-2024,Carbon Emissions,39.22,36.76,tons,Manufacturing,Emissions,New initiative
14-03-2024,Customer Complaints,3.23,2.96,count,Quality Control,Social Impact,Above target
09-06-2024,Carbon Emissions,51.87,48.75,tons,Manufacturing,Emissions,New initiative
06-09-2024,Waste Generation,1654.64,1567,kg,Manufacturing,Waste,Below target
06-11-2024,Inspection Hours,27.13,24.81,hours,Quality Control,Quality,Below target
09-10-2024,Carbon Emissions,73.97,69.98,tons,Manufacturing,Emissions,Above target
02-10-2024,Workplace Safety Incidents,1.8,1.62,count,Operations,Social Impact,New initiative
14-04-2024,Workplace Safety Incidents,1.47,1.38,count,Operations,Social Impact,Below target
31-05-2024,Transport Emissions,14.91,13.81,tons,Logistics,Emissions,Requires improvement
14-02-2024,Energy Consumption,24998.23,23038.7,kWh,Manufacturing,Energy,Below target
10-02-2024,Training Hours,34.35,37.92,hours,Operations,Social Impact,Below target
20-08-2024,Workplace Safety Incidents,0.98,0.91,count,Operations,Social Impact,Below target
27-12-2024,Waste Generation,4715.65,4482.91,kg,Manufacturing,Waste,On track
20-11-2024,On-Time Delivery Rate,87.16,93.41,%,Logistics,Operational,On track
10-12-2024,Carbon Emissions,23.86,22.32,tons,Manufacturing,Emissions,Above target
11-09-2024,Training Hours,24.18,26.16,hours,Operations,Social Impact,Above target
19-04-2024,On-Time Delivery Rate,82.1,86.99,%,Logistics,Operational,New initiative
29-12-2024,Water Usage,4295.8,3986.02,liters,Manufacturing,Water,Above target
19-11-2024,Workplace Safety Incidents,1.25,1.14,count,Operations,Social Impact,Requires improvement
02-06-2024,Training Hours,24.99,26.79,hours,Operations,Social Impact,Above target
02-11-2024,Training Hours,32.41,35.06,hours,Operations,Social Impact,Requires improvement
02-08-2024,Transport Emissions,6.61,6.02,tons,Logistics,Emissions,Below target
25-08-2024,Customer Complaints,2.47,2.28,count,Quality Control,Social Impact,Above target
04-09-2024,Fuel Efficiency,6.2,6.74,km/l,Logistics,Energy,Above target
16-09-2024,Audit Failures,1.37,1.23,count,Quality Control,Quality,Below target
11-12-2024,Equipment Maintenance Cost,1077.63,1011.45,USD,Operations,Operational,Below target
13-05-2024,Transport Emissions,8.44,7.78,tons,Logistics,Emissions,Requires improvement
06-06-2024,Waste Generation,2684.65,2530.43,kg,Manufacturing,Waste,On track
15-04-2024,Audit Failures,0.44,0.42,count,Quality Control,Quality,New initiative
11-01-2024,Production Downtime,14.16,12.84,hours,Manufacturing,Operational,New initiative
10-10-2024,Water Usage,5422.38,5071.21,liters,Manufacturing,Water,Below target
21-03-2024,Energy Consumption,28339.2,26018.36,kWh,Manufacturing,Energy,Above target
18-06-2024,Inspection Hours,12.25,11.12,hours,Quality Control,Quality,Below target
19-01-2024,Inspection Hours,18.82,17.17,hours,Quality Control,Quality,On track
22-01-2024,Production Downtime,6.54,6.02,hours,Manufacturing,Operational,Requires improvement
18-01-2024,Training Hours,16.93,18.57,hours,Operations,Social Impact,Above target
08-03-2024,Fuel Efficiency,8.33,9.06,km/l,Logistics,Energy,Requires improvement
11-01-2024,Fuel Efficiency,4.98,5.38,km/l,Logistics,Energy,Requires improvement
19-07-2024,Production Downtime,14.07,12.77,hours,Manufacturing,Operational,New initiative
03-06-2024,Training Hours,37.14,40.31,hours,Operations,Social Impact,On track
29-08-2024,Transport Emissions,4.85,4.43,tons,Logistics,Emissions,New initiative
14-10-2024,Customer Complaints,4.3,3.92,count,Quality Control,Social Impact,Requires improvement
05-05-2024,Transport Emissions,6.4,5.98,tons,Logistics,Emissions,New initiative
06-10-2024,Product Defect Rate,4.97,4.65,%,Quality Control,Quality,Below target
28-04-2024,Water Usage,11978.98,11365.17,liters,Manufacturing,Water,Requires improvement
19-06-2024,Customer Complaints,4.77,4.32,count,Quality Control,Social Impact,Below target
30-10-2024,Workplace Safety Incidents,0.29,0.26,count,Operations,Social Impact,Requires improvement
24-09-2024,Workplace Safety Incidents,0.42,0.39,count,Operations,Social Impact,Requires improvement
21-06-2024,Workplace Safety Incidents,2.3,2.1,count,Operations,Social Impact,Below target
03-01-2024,Workplace Safety Incidents,0.96,0.89,count,Operations,Social Impact,Requires improvement
12-09-2024,On-Time Delivery Rate,86.97,92.55,%,Logistics,Operational,New initiative
11-10-2024,On-Time Delivery Rate,82.52,88.22,%,Logistics,Operational,New initiative
07-01-2024,Energy Consumption,24156.59,21834.54,kWh,Manufacturing,Energy,Above target
20-01-2024,Workplace Safety Incidents,0.5,0.46,count,Operations,Social Impact,On track
12-03-2024,Audit Failures,0.34,0.32,count,Quality Control,Quality,Requires improvement
12-12-2024,Audit Failures,0.02,0.02,count,Quality Control,Quality,Below target
13-03-2024,Packaging Waste,326.8,300.19,kg,Logistics,Waste,Above target
22-09-2024,On-Time Delivery Rate,88.16,93.03,%,Logistics,Operational,Below target
25-03-2024,Transport Emissions,9.79,9.27,tons,Logistics,Emissions,Above target
04-02-2024,Product Defect Rate,1.93,1.75,%,Quality Control,Quality,Requires improvement
02-10-2024,Waste Generation,3780.92,3567.03,kg,Manufacturing,Waste,On track
21-03-2024,Customer Complaints,0.95,0.88,count,Quality Control,Social Impact,New initiative
17-11-2024,Waste Generation,3560.91,3254.45,kg,Manufacturing,Waste,Below target
26-10-2024,Carbon Emissions,37.87,34.71,tons,Manufacturing,Emissions,Requires improvement
14-10-2024,Packaging Waste,331.03,304.6,kg,Logistics,Waste,Below target
23-05-2024,Workplace Safety Incidents,1.78,1.61,count,Operations,Social Impact,Above target
27-10-2024,Training Hours,27.52,30.36,hours,Operations,Social Impact,New initiative
21-05-2024,Customer Complaints,5.76,5.43,count,Quality Control,Social Impact,New initiative
16-02-2024,Inspection Hours,9.2,8.64,hours,Quality Control,Quality,Above target
09-02-2024,Employee Turnover Rate,0.82,0.75,%,Operations,Social Impact,Below target
16-06-2024,Carbon Emissions,60.08,56.05,tons,Manufacturing,Emissions,Requires improvement
27-12-2024,Fuel Efficiency,5.7,6.2,km/l,Logistics,Energy,Requires improvement
10-02-2024,Customer Complaints,3.12,2.89,count,Quality Control,Social Impact,New initiative
11-08-2024,Employee Turnover Rate,2.1,1.92,%,Operations,Social Impact,Above target
12-10-2024,Audit Failures,1.39,1.27,count,Quality Control,Quality,On track
09-12-2024,Customer Complaints,1.78,1.68,count,Quality Control,Social Impact,Requires improvement
14-07-2024,Transport Emissions,5.06,4.7,tons,Logistics,Emissions,Above target
14-08-2024,On-Time Delivery Rate,89.59,94.33,%,Logistics,Operational,Above target
07-07-2024,On-Time Delivery Rate,77.87,85.06,%,Logistics,Operational,On track
24-11-2024,Fuel Efficiency,7.24,8.03,km/l,Logistics,Energy,Below target
20-05-2024,Audit Failures,0.09,0.08,count,Quality Control,Quality,Below target
07-11-2024,Production Downtime,17.35,16.36,hours,Manufacturing,Operational,Requires improvement
23-02-2024,Audit Failures,0.35,0.33,count,Quality Control,Quality,New initiative
27-12-2024,Waste Generation,370.47,338.42,kg,Manufacturing,Waste,Above target
29-01-2024,Employee Turnover Rate,0.68,0.62,%,Operations,Social Impact,On track
09-04-2024,Product Defect Rate,1.91,1.8,%,Quality Control,Quality,Below target
29-12-2024,Waste Generation,4608.79,4218.91,kg,Manufacturing,Waste,Below target
01-08-2024,Training Hours,26.74,28.24,hours,Operations,Social Impact,Requires improvement
16-05-2024,Energy Consumption,13682.3,12834.88,kWh,Manufacturing,Energy,Above target
18-12-2024,Carbon Emissions,53.09,49.91,tons,Manufacturing,Emissions,Above target
08-06-2024,Inspection Hours,20.88,19.67,hours,Quality Control,Quality,On track
16-10-2024,Packaging Waste,102.97,95.07,kg,Logistics,Waste,On track
05-04-2024,Product Defect Rate,1.02,0.92,%,Quality Control,Quality,On track
22-11-2024,Fuel Efficiency,8.3,8.83,km/l,Logistics,Energy,Above target
06-06-2024,Transport Emissions,2.54,2.38,tons,Logistics,Emissions,Above target
01-04-2024,Employee Turnover Rate,1.04,0.97,%,Operations,Social Impact,Below target
19-05-2024,On-Time Delivery Rate,83.46,90.65,%,Logistics,Operational,Above target
15-05-2024,Employee Turnover Rate,2.09,1.97,%,Operations,Social Impact,Requires improvement
18-08-2024,Water Usage,18402.5,16896.82,liters,Manufacturing,Water,New initiative
02-10-2024,Workplace Safety Incidents,2.85,2.65,count,Operations,Social Impact,Above target
16-04-2024,Equipment Maintenance Cost,3795.75,3570.08,USD,Operations,Operational,Below target
21-04-2024,Packaging Waste,90.84,85.27,kg,Logistics,Waste,Below target
31-08-2024,Customer Complaints,0.31,0.28,count,Quality Control,Social Impact,Above target
03-12-2024,Equipment Maintenance Cost,6074.8,5580.4,USD,Operations,Operational,Requires improvement
22-03-2024,Waste Generation,3856.73,3566.18,kg,Manufacturing,Waste,On track
05-04-2024,Audit Failures,0.67,0.62,count,Quality Control,Quality,On track
12-08-2024,Packaging Waste,123.24,114.29,kg,Logistics,Waste,On track
09-05-2024,Audit Failures,1.46,1.35,count,Quality Control,Quality,Above target
29-04-2024,Packaging Waste,267.15,245.79,kg,Logistics,Waste,On track
24-07-2024,Water Usage,21868.82,19976.47,liters,Manufacturing,Water,New initiative
